graph,wsim,wrank,exprank,expsim,lowlatency
rdf2vec_dbpsg200,0,0.3,0.1,1,FALSE
rdf2vec_dbpsg200,0.1,0.3,0.1,1,FALSE
rdf2vec_dbpsg200,0.2,0.3,0.1,1,FALSE
rdf2vec_dbpsg200,0.3,0.3,0.1,1,FALSE
rdf2vec_dbpsg200,0.4,0.3,0.1,1,FALSE
rdf2vec_dbpsg200,0.5,0.3,0.1,1,FALSE
rdf2vec_dbpsg200,0.6,0.3,0.1,1,FALSE
rdf2vec_dbpsg200,0.7,0.3,0.1,1,FALSE
rdf2vec_dbpsg200,0.8,0.3,0.1,1,FALSE
rdf2vec_dbpsg200,0.9,0.3,0.1,1,FALSE
rdf2vec_dbpsg200,1,0.3,0.1,1,FALSE
